"colId","Index"
1,0.963682899686168
2,0.0612511102723419
3,0.0508505730614839
4,0.108909485354079
5,0.0506024804132082
6,0.95475378115032
7,0.102937760155805
8,0.0571758768604215
9,0.0515804919824756
10,0.0288344230300137
11,0.0462413708761823
12,0.824062371509533
13,0.974842208010856
14,0.115736585585645
15,0.245624037204267
16,0.916300713928382
17,0.622677322337646
18,0.787387634293193
19,0.932504481660161
20,0.122732270125729
21,0.0518794584239313
22,0.968830315119638
23,0.876038399277304
24,0.0472075192870556
25,0.0424767086756598
26,0.858432273055272
27,0.797390425420132
28,0.934138856200184
29,0.841637208797249
30,0.0513687441001246
31,0.176106718178701
32,0.819622075846925
33,0.0786588453481401
34,0.764191132073786
35,0.0454100976137637
36,0.0570606145311618
37,0.979437540263596
38,0.0608796085671992
39,0.953256832703939
40,0.922868194753613
41,0.0419337955121618
42,0.0279191948624483
43,0.0364378306767295
44,0.0444606450700491
45,0.096760579228481
46,0.0363783879883199
47,0.0410190883711873
48,0.97276465145879
49,0.468482550785438
50,0.964842133560827
51,0.941782410954595
52,0.823565911008446
53,0.978775065111232
54,0.0686042076307072
55,0.0285323798340504
56,0.975134318214096
57,0.0550097469053411
58,0.961962491794942
59,0.0401406739082238
60,0.0465610137590189
61,0.905907685153951
62,0.953079811951011
63,0.053210310840618
64,0.051622816326101
65,0.0407762198961254
66,0.953442119610886
67,0.977442023553325
68,0.952498384836079
69,0.199752154885035
70,0.234122962037748
71,0.0436669032579659
72,0.972308486664599
73,0.955392938836749
74,0.0795201529145941
75,0.0440272455117008
76,0.979482089881766
77,0.0677777443429677
78,0.0445807495156296
79,0.96141588450151
80,0.957696960835562
81,0.0592464984470291
82,0.326722251280309
83,0.086042806140653
84,0.540058590778553
85,0.73015309829351
86,0.975562510141112
87,0.729528554813668
88,0.9582269577561
89,0.978211307997667
90,0.0439184041688878
91,0.330996656911731
92,0.290021670416457
93,0.0230289195620941
94,0.974952117650182
95,0.957880783014936
96,0.15840583136946
97,0.0444988517970389
98,0.0284591324393178
99,0.0213261511459982
100,0.960435644750676
101,0.225628615737081
102,0.031466874639936
103,0.225442836065982
104,0.345176607035568
105,0.128020188830142
106,0.286654321429224
107,0.97492422258439
108,0.945924600514069
109,0.0650263565689245
110,0.090020078400707
111,0.455208635709318
112,0.145667223937785
113,0.544293511811811
114,0.964687588080542
115,0.0585586322488835
116,0.601855120282499
117,0.0336966503140359
118,0.0473375162481777
119,0.0236687140739765
120,0.966716259003349
121,0.0447958820106673
122,0.970310631668831
123,0.980847391412483
124,0.0422551969940973
125,0.79139167996386
126,0.949313470155339
127,0.950200842477454
128,0.0481972668567191
129,0.0415678239105635
130,0.0305288981453511
131,0.0945171605949504
132,0.147936663454117
133,0.0432485146420368
134,0.0699425963263706
135,0.179333976203673
136,0.0439891875964637
137,0.377154453223592
138,0.955185337992506
139,0.0272221627700667
140,0.488814372655314
141,0.462698904725516
142,0.960155074109059
143,0.178188186413765
144,0.0449988670905253
145,0.960440771375453
146,0.283267372616153
147,0.971977133593826
148,0.0379429565213489
149,0.978204610010708
150,0.906738414235633
151,0.957892546988344
152,0.885821292344243
153,0.976703188569953
154,0.977847913976608
155,0.9497848760114
156,0.0762990609218872
157,0.905399262834457
158,0.964299235485865
159,0.0341940327976743
160,0.0390646058875653
161,0.817309975001875
162,0.0485997126932797
163,0.352349878577305
164,0.0562096531855093
165,0.562781042757371
166,0.78579296043427
167,0.0495538358455294
168,0.0545751395062841
169,0.972143817694449
170,0.955888360237123
171,0.0660493525288178
172,0.120615266383069
173,0.133078713162452
174,0.0339352082860056
175,0.981398777824805
176,0.0376750267757481
177,0.0294707427486619
178,0.965092073980115
179,0.0628389167599695
180,0.0848575487152265
181,0.906611113058905
182,0.0521729215968864
183,0.967710963515619
184,0.954895187526564
185,0.0430827566825679
186,0.189604584605348
187,0.0316681626635937
188,0.0534289190472757
189,0.955845399584343
190,0.366310444868124
191,0.0320053125258081
192,0.953284142154068
193,0.103558879666257
194,0.95891947689063
195,0.96545588855657
196,0.0519221876960879
197,0.950444346280879
198,0.0292478651055725
199,0.964771015731396
200,0.821079271854239
201,0.686175360054743
202,0.927027565152971
203,0.0740020624519
204,0.303150531465296
205,0.0385353331428634
206,0.175201062273175
207,0.0454145178458258
208,0.954408764363982
209,0.967309085550208
210,0.0543440776396448
211,0.96510896069301
212,0.95314420674903
213,0.670635636512374
214,0.962593758213323
215,0.042440498600678
216,0.0546550892083412
217,0.956903657432548
218,0.0356716593102244
219,0.645925263858054
220,0.0404675301893776
221,0.0600269467375539
222,0.895661810211418
223,0.958802012523101
224,0.969520828398631
